station_name,latitude,longitude,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Michigan Ave & Washington St,41.8838927658,-87.6246491409,19.0,-34.0,5.0,13.0,3.0,-113.0,25.0,807.0,1004.0,1114.0,73.0,153.0,71.0,-171.0,-23.0,-162.0,47.0,-958.0,-425.0,-346.0,-173.0,-244.0,-163.0,33.0
Mies van der Rohe Way & Chicago Ave,41.89691,-87.621743,-29.0,-23.0,4.0,-31.0,-19.0,124.0,168.0,758.0,866.0,310.0,2.0,65.0,93.0,84.0,24.0,-84.0,-913.0,-362.0,-98.0,-83.0,-45.0,-72.0,-42.0,-21.0
Millennium Park,41.8810317,-87.62408432,-42.0,31.0,22.0,-8.0,0.0,65.0,326.0,1002.0,1630.0,469.0,351.0,471.0,472.0,230.0,134.0,261.0,-236.0,-877.0,-7.0,-101.0,-339.0,-275.0,-135.0,-37.0
Milwaukee Ave & Rockwell St,41.920195,-87.693033,13.0,19.0,-1.0,-3.0,0.0,-3.0,17.0,-69.0,-132.0,-107.0,-52.0,-31.0,-30.0,-49.0,-14.0,-7.0,15.0,92.0,158.0,116.0,43.0,52.0,49.0,38.0
Milwaukee Ave & Wabansia Ave,41.912616,-87.681391,37.0,15.0,3.0,0.0,0.0,-52.0,-22.0,-202.0,-324.0,-61.0,-79.0,-2.0,-81.0,-108.0,-17.0,9.0,186.0,341.0,193.0,56.0,41.0,30.0,50.0,41.0
Montrose Harbor,41.963982,-87.638181,-13.0,5.0,-6.0,4.0,1.0,32.0,50.0,24.0,65.0,2.0,-68.0,79.0,93.0,-21.0,34.0,-70.0,-148.0,61.0,209.0,-39.0,-193.0,-50.0,-69.0,-57.0
Morgan Ave & 14th Pl,41.862378,-87.651062,15.0,31.0,46.0,22.0,10.0,-56.0,-331.0,-513.0,-511.0,-162.0,-86.0,-26.0,-51.0,-26.0,3.0,87.0,291.0,532.0,324.0,132.0,160.0,118.0,69.0,56.0
Morgan St & 18th St,41.858086,-87.651073,45.0,29.0,36.0,7.0,1.0,-14.0,-186.0,-188.0,-278.0,-148.0,-67.0,-64.0,-20.0,-144.0,-70.0,-1.0,80.0,253.0,135.0,98.0,69.0,110.0,42.0,50.0
Morgan St & 31st St,41.8378,-87.65114,52.0,33.0,18.0,-1.0,-2.0,-25.0,-69.0,-69.0,-122.0,-69.0,-64.0,-72.0,-77.0,-37.0,-12.0,39.0,36.0,122.0,111.0,34.0,34.0,56.0,54.0,40.0
Morgan St & Lake St,41.8854833079,-87.6523048564,21.0,7.0,0.0,-3.0,5.0,-14.0,-6.0,-372.0,-8.0,-3.0,111.0,66.0,6.0,-7.0,20.0,56.0,138.0,-15.0,60.0,82.0,13.0,5.0,-89.0,-39.0
Morgan St & Polk St,41.871737,-87.65103,8.0,-31.0,-8.0,6.0,19.0,-3.0,26.0,-40.0,134.0,562.0,344.0,121.0,-50.0,4.0,-126.0,-271.0,-571.0,-4.0,-68.0,-54.0,-131.0,7.0,-33.0,6.0
Museum Campus,41.865212,-87.617759,-5.0,-6.0,-4.0,6.0,5.0,14.0,106.0,346.0,692.0,731.0,908.0,1011.0,410.0,138.0,-17.0,-916.0,-1390.0,-489.0,115.0,183.0,13.0,-102.0,-130.0,-134.0
Noble St & Milwaukee Ave,41.90068,-87.6626,35.0,33.0,13.0,7.0,-3.0,-68.0,-10.0,-222.0,-641.0,-190.0,-65.0,-93.0,-65.0,-88.0,-12.0,56.0,99.0,500.0,270.0,161.0,110.0,134.0,66.0,86.0
Normal Ave & Archer Ave,41.849527,-87.640591,5.0,6.0,11.0,1.0,4.0,-1.0,-9.0,-108.0,-127.0,-98.0,-45.0,-15.0,1.0,2.0,23.0,-6.0,21.0,97.0,71.0,64.0,34.0,-3.0,18.0,1.0
Ogden Ave & Chicago Ave,41.896362458,-87.6540612729,52.0,17.0,3.0,-3.0,4.0,0.0,-132.0,44.0,-138.0,-85.0,-55.0,-73.0,-20.0,17.0,16.0,42.0,-9.0,98.0,174.0,11.0,16.0,56.0,52.0,46.0
Ogden Ave & Congress Pkwy,41.87501,-87.67328,-20.0,-8.0,0.0,15.0,17.0,11.0,127.0,276.0,149.0,62.0,22.0,-30.0,-16.0,-22.0,-29.0,-60.0,-355.0,-203.0,-139.0,-48.0,-29.0,11.0,41.0,-3.0
Ogden Ave & Race Ave,41.891795,-87.658751,20.0,7.0,5.0,2.0,-7.0,-12.0,-130.0,-275.0,-291.0,-157.0,-52.0,-15.0,1.0,-14.0,-42.0,70.0,9.0,355.0,233.0,148.0,98.0,62.0,39.0,64.0
Orleans St & Elm St,41.902924,-87.637715,21.0,7.0,13.0,5.0,1.0,-68.0,-74.0,-387.0,-519.0,-83.0,-38.0,-66.0,-40.0,-31.0,78.0,28.0,160.0,350.0,281.0,52.0,0.0,9.0,40.0,33.0
Orleans St & Merchandise Mart Plaza,41.888243,-87.63639,5.0,-12.0,-17.0,4.0,5.0,19.0,504.0,974.0,1967.0,1408.0,200.0,66.0,-52.0,6.0,-165.0,-533.0,-1541.0,-1560.0,-461.0,-314.0,-153.0,-122.0,-133.0,-26.0
Paulina St & 18th St,41.857901,-87.668745,-1.0,21.0,32.0,7.0,47.0,15.0,-64.0,-42.0,-383.0,-109.0,-54.0,-42.0,1.0,30.0,-39.0,98.0,110.0,115.0,139.0,120.0,66.0,-6.0,-13.0,187.0
Paulina St & Diversey Pkwy,41.931931,-87.677856,-3.0,0.0,4.0,-1.0,-5.0,2.0,-6.0,-23.0,-68.0,-3.0,-12.0,-3.0,-13.0,0.0,-2.0,-5.0,12.0,89.0,54.0,27.0,38.0,10.0,27.0,8.0
Paulina St & Montrose Ave,41.961507,-87.671387,27.0,11.0,7.0,8.0,2.0,-10.0,-26.0,-120.0,-122.0,-32.0,-54.0,-85.0,-25.0,-84.0,-33.0,13.0,27.0,108.0,74.0,23.0,32.0,35.0,62.0,48.0
Peoria St & Jackson Blvd,41.877749,-87.649633,15.0,27.0,25.0,-4.0,11.0,-109.0,-20.0,176.0,163.0,476.0,38.0,-186.0,16.0,-58.0,-36.0,-142.0,-718.0,-320.0,152.0,-68.0,45.0,143.0,84.0,1.0
Pine Grove Ave & Irving Park Rd,41.954383,-87.648043,107.0,67.0,25.0,19.0,5.0,-46.0,-223.0,-396.0,-488.0,-345.0,-199.0,-226.0,-92.0,-73.0,5.0,85.0,120.0,468.0,170.0,184.0,111.0,148.0,293.0,224.0
Pine Grove Ave & Waveland Ave,41.949275,-87.646303,100.0,79.0,52.0,15.0,35.0,6.0,-297.0,-279.0,-480.0,-260.0,-159.0,-319.0,-120.0,-173.0,18.0,40.0,192.0,463.0,386.0,168.0,165.0,213.0,217.0,146.0
Prairie Ave & Garfield Blvd,41.794853,-87.618691,1.0,0.0,0.0,2.0,0.0,-4.0,-9.0,-6.0,-50.0,-85.0,-124.0,-69.0,-56.0,-40.0,-5.0,52.0,40.0,24.0,44.0,36.0,22.0,8.0,11.0,2.0
Racine Ave & 13th St,41.865054,-87.656959,2.0,-2.0,1.0,1.0,0.0,-2.0,-22.0,4.0,-64.0,-5.0,-34.0,-26.0,5.0,8.0,26.0,10.0,5.0,99.0,4.0,4.0,18.0,8.0,-6.0,5.0
Racine Ave & 15th St,41.861267,-87.656625,13.0,16.0,7.0,3.0,10.0,-15.0,-150.0,-224.0,-411.0,-127.0,-63.0,-69.0,-57.0,-31.0,12.0,33.0,117.0,286.0,231.0,118.0,123.0,90.0,101.0,43.0
Racine Ave & 18th St,41.858166,-87.656495,21.0,18.0,7.0,9.0,4.0,-11.0,-50.0,-132.0,-116.0,-141.0,-86.0,-93.0,-92.0,-35.0,-14.0,21.0,13.0,113.0,66.0,62.0,67.0,92.0,47.0,30.0
Racine Ave & 19th St,41.858166,-87.656495,6.0,-3.0,6.0,5.0,-5.0,-14.0,-73.0,-111.0,-161.0,-74.0,-34.0,-49.0,-16.0,-31.0,-15.0,42.0,-58.0,91.0,116.0,142.0,85.0,133.0,61.0,12.0
Racine Ave & Belmont Ave,41.939743,-87.658865,24.0,-3.0,-10.0,0.0,-4.0,26.0,-133.0,-133.0,-92.0,-84.0,-67.0,-23.0,-44.0,-58.0,-9.0,4.0,73.0,257.0,8.0,33.0,51.0,3.0,-25.0,16.0
Racine Ave & Congress Pkwy,41.87464,-87.65703,-16.0,-7.0,-6.0,-9.0,-27.0,-44.0,-184.0,-296.0,184.0,23.0,-27.0,-97.0,-20.0,57.0,45.0,-36.0,-109.0,152.0,74.0,17.0,-7.0,11.0,-24.0,-12.0
Racine Ave & Fullerton Ave,41.92556258,-87.65840426,10.0,2.0,13.0,0.0,-1.0,-53.0,-28.0,-52.0,44.0,-8.0,-125.0,-72.0,-35.0,11.0,-13.0,6.0,83.0,133.0,-93.0,-2.0,-4.0,7.0,28.0,21.0
Racine Ave & Wrightwood Ave,41.928887,-87.658971,14.0,11.0,16.0,15.0,2.0,-51.0,-46.0,-547.0,-416.0,-17.0,-11.0,-97.0,-51.0,-51.0,27.0,9.0,95.0,430.0,196.0,62.0,135.0,101.0,72.0,32.0
Ravenswood Ave & Berteau Ave,41.957921,-87.673567,9.0,5.0,4.0,5.0,2.0,-10.0,-1.0,-9.0,181.0,216.0,12.0,-105.0,-103.0,-11.0,10.0,-21.0,-221.0,-241.0,-35.0,-35.0,19.0,19.0,53.0,30.0
Ravenswood Ave & Irving Park Rd,41.95469,-87.67393,-26.0,-2.0,-14.0,2.0,1.0,-5.0,169.0,284.0,256.0,189.0,38.0,-20.0,-28.0,-40.0,0.0,-9.0,-129.0,-363.0,-134.0,27.0,-43.0,-44.0,-12.0,-12.0
Ravenswood Ave & Lawrence Ave,41.96909,-87.674237,50.0,30.0,18.0,3.0,1.0,61.0,195.0,384.0,161.0,-27.0,5.0,-22.0,-31.0,-71.0,-14.0,-35.0,-59.0,-778.0,-49.0,-14.0,48.0,-22.0,22.0,74.0
Ravenswood Ave & Montrose Ave,41.961615,-87.674365,5.0,12.0,13.0,5.0,6.0,2.0,18.0,43.0,190.0,60.0,25.0,16.0,-16.0,-10.0,-29.0,4.0,-84.0,-14.0,-45.0,-104.0,-38.0,-113.0,-17.0,2.0
Rhodes Ave & 32nd St,41.836208,-87.613533,-1.0,7.0,7.0,0.0,2.0,-11.0,-27.0,-104.0,-67.0,-80.0,-95.0,-74.0,-60.0,-58.0,-13.0,-31.0,0.0,59.0,67.0,27.0,44.0,57.0,42.0,17.0
Sangamon St & Washington Blvd,41.883004,-87.651148,14.0,15.0,7.0,6.0,-2.0,-37.0,-116.0,-157.0,-69.0,150.0,81.0,8.0,-38.0,-108.0,-20.0,-86.0,-129.0,-256.0,80.0,22.0,-11.0,-1.0,-8.0,6.0
Sedgwick St & Huron St,41.894666,-87.638437,9.0,-1.0,-5.0,-8.0,-24.0,-26.0,-121.0,-79.0,657.0,478.0,-118.0,-4.0,-19.0,-20.0,-90.0,31.0,-166.0,-809.0,-257.0,-42.0,-10.0,-14.0,-3.0,-4.0
Sedgwick St & North Ave,41.910579,-87.638618,-33.0,-9.0,-6.0,0.0,-4.0,-31.0,-32.0,117.0,108.0,-88.0,-38.0,-53.0,-102.0,-69.0,-13.0,-131.0,-69.0,-94.0,-47.0,-39.0,-55.0,-82.0,-59.0,-80.0
Sedgwick St & Schiller St,41.907576,-87.638517,0.0,4.0,6.0,7.0,-1.0,0.0,-112.0,-247.0,-215.0,-91.0,-60.0,-45.0,-30.0,-54.0,-20.0,52.0,106.0,170.0,143.0,83.0,35.0,52.0,30.0,17.0
Sedgwick St & Webster Ave,41.922167,-87.638888,68.0,28.0,37.0,13.0,-7.0,12.0,-155.0,-374.0,-747.0,-284.0,-79.0,-36.0,-120.0,20.0,-53.0,-92.0,175.0,370.0,303.0,292.0,141.0,112.0,161.0,65.0
Seeley Ave & Roscoe St,41.943403,-87.679618,41.0,15.0,12.0,7.0,3.0,-27.0,-68.0,-252.0,-256.0,-135.0,-33.0,-13.0,-50.0,-3.0,5.0,78.0,74.0,303.0,323.0,141.0,100.0,31.0,46.0,31.0
Sheffield Ave & Addison St,41.94688,-87.65445,-57.0,-19.0,-37.0,-25.0,-20.0,-8.0,101.0,205.0,302.0,54.0,39.0,152.0,260.0,173.0,83.0,-101.0,-90.0,-180.0,130.0,248.0,-6.0,-242.0,-209.0,-96.0
Sheffield Ave & Fullerton Ave,41.9256018819,-87.6537080423,-71.0,-36.0,-30.0,-15.0,2.0,82.0,466.0,1018.0,924.0,312.0,100.0,63.0,-36.0,-164.0,-153.0,-410.0,-466.0,-844.0,-383.0,-306.0,-253.0,-250.0,-197.0,-91.0
Sheffield Ave & Kingsbury St,41.90959193,-87.65349723,-40.0,-21.0,-8.0,-19.0,-4.0,65.0,124.0,367.0,345.0,269.0,137.0,115.0,173.0,-17.0,65.0,-69.0,-104.0,-73.0,-44.0,-135.0,-145.0,-249.0,-147.0,-97.0
Sheffield Ave & Webster Ave,41.921687,-87.653714,4.0,-3.0,0.0,5.0,6.0,52.0,-16.0,-45.0,-8.0,-38.0,-34.0,55.0,9.0,33.0,32.0,-35.0,98.0,212.0,168.0,28.0,34.0,-65.0,-69.0,-35.0
Sheffield Ave & Wellington Ave,41.936253,-87.653566,25.0,-20.0,-26.0,-5.0,-7.0,10.0,308.0,449.0,534.0,-8.0,-118.0,-60.0,6.0,-105.0,-59.0,-45.0,-90.0,-518.0,-414.0,-63.0,-9.0,34.0,106.0,36.0
Sheffield Ave & Willow St,41.913688,-87.652855,53.0,28.0,26.0,6.0,5.0,3.0,-7.0,-133.0,-80.0,-10.0,12.0,10.0,30.0,-24.0,29.0,61.0,-136.0,58.0,52.0,23.0,-56.0,11.0,-10.0,33.0
Sheffield Ave & Wrightwood Ave,41.928712,-87.653833,-21.0,-44.0,-17.0,5.0,-7.0,-28.0,-111.0,-183.0,21.0,-1.0,-39.0,-59.0,3.0,-56.0,-39.0,-17.0,42.0,129.0,-55.0,141.0,106.0,-58.0,-16.0,-32.0
Sheridan Rd & Buena Ave,41.9584,-87.65423,55.0,30.0,20.0,7.0,-8.0,-120.0,-158.0,-381.0,-401.0,-153.0,-159.0,-137.0,-100.0,6.0,5.0,23.0,159.0,513.0,248.0,151.0,122.0,128.0,139.0,91.0
Sheridan Rd & Irving Park Rd,41.954245,-87.654406,-49.0,-37.0,-6.0,-4.0,23.0,15.0,280.0,906.0,905.0,161.0,-13.0,-108.0,-85.0,-95.0,-107.0,66.0,-289.0,-1150.0,-346.0,-43.0,-77.0,-55.0,-94.0,-137.0
Sheridan Rd & Lawrence Ave,41.969517,-87.654691,15.0,6.0,9.0,7.0,2.0,-6.0,-15.0,-65.0,-108.0,-21.0,-23.0,-28.0,-42.0,-83.0,-14.0,9.0,-1.0,91.0,120.0,97.0,91.0,40.0,28.0,99.0
Sheridan Rd & Montrose Ave,41.96167,-87.65464,101.0,58.0,41.0,24.0,-44.0,-10.0,-83.0,-152.0,-202.0,-235.0,-174.0,-251.0,-78.0,23.0,-7.0,23.0,106.0,282.0,117.0,127.0,218.0,197.0,144.0,138.0
Shore Drive & 55th St,41.795212,-87.580715,-3.0,13.0,0.0,7.0,-1.0,-16.0,-118.0,-146.0,-198.0,-43.0,-33.0,38.0,95.0,67.0,72.0,26.0,-23.0,60.0,155.0,87.0,98.0,84.0,22.0,0.0
Southport Ave & Belmont Ave,41.93949,-87.66378,-28.0,4.0,-4.0,2.0,4.0,-9.0,-57.0,-240.0,-169.0,-98.0,-53.0,-127.0,-67.0,-31.0,-47.0,-30.0,99.0,273.0,83.0,66.0,90.0,43.0,72.0,-3.0
Southport Ave & Clark St,41.957081,-87.664199,-6.0,2.0,5.0,-4.0,-4.0,-8.0,-86.0,-211.0,-288.0,-60.0,-62.0,-44.0,-36.0,-6.0,-26.0,24.0,13.0,155.0,118.0,49.0,36.0,25.0,19.0,8.0
Southport Ave & Clybourn Ave,41.920445,-87.663095,-45.0,-40.0,4.0,0.0,-3.0,74.0,27.0,106.0,-201.0,-56.0,-18.0,72.0,136.0,4.0,-3.0,-51.0,-21.0,301.0,149.0,132.0,38.0,-109.0,-63.0,-70.0
Southport Ave & Irving Park Rd,41.954177,-87.664358,-5.0,-7.0,-4.0,3.0,-2.0,-15.0,-103.0,-281.0,-229.0,-37.0,-35.0,-100.0,1.0,-9.0,-40.0,28.0,74.0,144.0,250.0,229.0,69.0,37.0,41.0,-9.0
Southport Ave & Roscoe St,41.943739,-87.66402,-10.0,-34.0,-4.0,-1.0,-37.0,8.0,-112.0,416.0,202.0,31.0,65.0,50.0,59.0,58.0,22.0,-2.0,-21.0,-122.0,-40.0,110.0,179.0,-39.0,-80.0,-67.0
Southport Ave & Waveland Ave,41.94815,-87.66394,13.0,-21.0,15.0,21.0,-5.0,-45.0,-159.0,-340.0,-338.0,-115.0,28.0,-29.0,-66.0,77.0,-33.0,80.0,193.0,404.0,426.0,201.0,74.0,-2.0,3.0,6.0
Southport Ave & Wellington Ave,41.935733,-87.663576,46.0,20.0,3.0,0.0,-12.0,-205.0,-436.0,-613.0,-387.0,-72.0,-6.0,-72.0,-44.0,-29.0,-63.0,0.0,224.0,648.0,552.0,256.0,108.0,69.0,-17.0,30.0
Southport Ave & Wrightwood Ave,41.92888,-87.66317,15.0,32.0,26.0,7.0,1.0,-42.0,-269.0,-733.0,-650.0,-149.0,-144.0,-128.0,-51.0,-37.0,61.0,141.0,121.0,641.0,428.0,207.0,170.0,85.0,26.0,9.0
St Clair St & Erie St,41.894448,-87.622663,-16.0,3.0,-11.0,26.0,36.0,155.0,1113.0,1959.0,1136.0,333.0,36.0,22.0,217.0,65.0,98.0,-413.0,-1604.0,-490.0,-32.0,-35.0,-145.0,-126.0,-49.0,-51.0
State St & 16th St,41.8601213774,-87.6277291853,18.0,7.0,5.0,4.0,1.0,-82.0,-392.0,-447.0,-436.0,-183.0,-119.0,-96.0,-43.0,-11.0,26.0,95.0,181.0,530.0,476.0,200.0,105.0,73.0,52.0,8.0
State St & 19th St,41.856594,-87.627542,-6.0,-3.0,-6.0,3.0,-2.0,10.0,-14.0,-113.0,-309.0,-116.0,-1.0,-54.0,-49.0,-49.0,-6.0,-56.0,-7.0,186.0,162.0,142.0,38.0,33.0,32.0,26.0
State St & 29th St,41.841707,-87.626938,9.0,5.0,1.0,1.0,3.0,-8.0,2.0,-13.0,-19.0,-7.0,-16.0,-8.0,-5.0,-6.0,-8.0,-14.0,-2.0,10.0,7.0,9.0,13.0,10.0,5.0,3.0
State St & 33rd St,41.834734,-87.625813,4.0,-12.0,-4.0,2.0,-3.0,1.0,22.0,-20.0,179.0,104.0,117.0,57.0,-12.0,21.0,-62.0,-45.0,-33.0,-154.0,-60.0,-64.0,-16.0,-21.0,-27.0,-25.0
State St & 35th St,41.83104,-87.62688,-6.0,-11.0,-8.0,-11.0,-2.0,-1.0,-9.0,97.0,127.0,110.0,90.0,12.0,36.0,103.0,48.0,-44.0,-81.0,-100.0,8.0,-17.0,-48.0,-38.0,-49.0,-21.0
State St & Erie St,41.893992,-87.629318,-23.0,-5.0,-6.0,-11.0,-70.0,10.0,-21.0,219.0,996.0,-14.0,-51.0,110.0,231.0,-30.0,-30.0,150.0,-1327.0,537.0,128.0,25.0,-28.0,12.0,16.0,-12.0
State St & Harrison St,41.874053,-87.627716,62.0,47.0,36.0,9.0,-3.0,2.0,-128.0,-81.0,-277.0,-193.0,-81.0,-93.0,40.0,-28.0,11.0,130.0,71.0,247.0,156.0,13.0,36.0,42.0,91.0,73.0
State St & Kinzie St,41.88918,-87.6277,-70.0,-105.0,-42.0,-26.0,-10.0,91.0,360.0,1483.0,1373.0,676.0,12.0,37.0,26.0,-67.0,-353.0,-508.0,-1326.0,-1089.0,-239.0,-24.0,-56.0,36.0,-49.0,-86.0
State St & Pearson St,41.897448,-87.628722,5.0,18.0,-7.0,16.0,21.0,29.0,118.0,-125.0,-53.0,70.0,-120.0,9.0,50.0,3.0,-57.0,-104.0,-243.0,89.0,-5.0,-15.0,-53.0,-105.0,-11.0,-23.0
State St & Randolph St,41.8847302006,-87.6277335692,2.0,-20.0,3.0,17.0,2.0,-3.0,27.0,286.0,328.0,511.0,206.0,154.0,77.0,-31.0,24.0,-166.0,-223.0,-844.0,-546.0,-197.0,-139.0,-138.0,-84.0,123.0
State St & Van Buren St,41.877181,-87.627844,5.0,-1.0,6.0,14.0,1.0,-18.0,152.0,295.0,372.0,148.0,85.0,-40.0,9.0,-23.0,-98.0,-260.0,-542.0,-757.0,-510.0,-235.0,-188.0,-132.0,-73.0,-45.0
State St & Wacker Dr,41.886875,-87.62603,0.0,-8.0,-15.0,-6.0,-1.0,-7.0,-18.0,179.0,292.0,53.0,18.0,-100.0,-35.0,23.0,-27.0,-16.0,-247.0,-350.0,-76.0,-44.0,-20.0,-13.0,-32.0,11.0
Stave St & Armitage Ave,41.917741,-87.691392,22.0,4.0,-1.0,1.0,-5.0,-15.0,-106.0,-115.0,-17.0,-42.0,-12.0,-23.0,-2.0,-56.0,-25.0,4.0,42.0,79.0,79.0,46.0,-39.0,14.0,-3.0,29.0
Stetson Ave & South Water St,41.886835,-87.62232,48.0,-2.0,24.0,11.0,-58.0,-19.0,-20.0,-48.0,237.0,91.0,-239.0,-428.0,-298.0,-224.0,-220.0,-360.0,-996.0,-1074.0,-339.0,-94.0,92.0,26.0,67.0,57.0
Stockton Dr & Wrightwood Ave,41.93132,-87.638742,24.0,22.0,22.0,-7.0,7.0,-13.0,-57.0,-209.0,-339.0,-239.0,-219.0,-232.0,-133.0,-107.0,33.0,61.0,234.0,559.0,466.0,264.0,241.0,143.0,128.0,80.0
Streeter Dr & Illinois St,41.891071,-87.6122,-82.0,17.0,5.0,3.0,14.0,6.0,170.0,372.0,327.0,703.0,1051.0,1495.0,1656.0,1935.0,2017.0,1591.0,994.0,677.0,604.0,151.0,32.0,-238.0,-497.0,-168.0
Theater on the Lake,41.926277,-87.630834,36.0,7.0,24.0,4.0,17.0,6.0,-23.0,-11.0,10.0,52.0,209.0,454.0,673.0,778.0,432.0,118.0,-195.0,9.0,206.0,-142.0,-193.0,55.0,49.0,55.0
Union Ave & Grand Ave,41.891,-87.645925,11.0,-3.0,3.0,4.0,-3.0,-39.0,-74.0,-162.0,-177.0,-140.0,-29.0,-11.0,-34.0,-46.0,38.0,97.0,-49.0,201.0,25.0,63.0,32.0,51.0,20.0,28.0
Wabash Ave & 8th St,41.871962,-87.626106,-6.0,26.0,21.0,12.0,-1.0,41.0,92.0,-232.0,-311.0,-311.0,-150.0,-56.0,-7.0,20.0,28.0,104.0,311.0,414.0,204.0,-14.0,87.0,69.0,29.0,-12.0
Wabash Ave & Cermak Rd,41.852619,-87.626488,20.0,1.0,10.0,2.0,-9.0,-18.0,-10.0,-18.0,-120.0,-74.0,-56.0,-54.0,-29.0,-60.0,-53.0,-12.0,36.0,57.0,36.0,91.0,58.0,36.0,48.0,11.0
Wabash Ave & Grand Ave,41.891738,-87.626937,-43.0,0.0,-8.0,4.0,20.0,36.0,130.0,173.0,574.0,276.0,-86.0,158.0,147.0,-115.0,28.0,-61.0,-472.0,-282.0,-26.0,82.0,-5.0,-40.0,-69.0,-126.0
Wabash Ave & Roosevelt Rd,41.867227,-87.625961,8.0,21.0,-4.0,-3.0,-13.0,-42.0,-4.0,-331.0,-1016.0,-361.0,-195.0,3.0,-24.0,43.0,-9.0,196.0,854.0,1288.0,542.0,217.0,168.0,88.0,-28.0,14.0
Wabash Ave & Wacker Pl,41.886875,-87.62603,-16.0,-9.0,-8.0,-18.0,-2.0,-45.0,49.0,227.0,356.0,197.0,-39.0,-62.0,-119.0,-72.0,-90.0,-32.0,-306.0,-523.0,-139.0,-70.0,-104.0,-29.0,-23.0,-8.0
Wallace Ave & 35th St,41.830629,-87.64129,3.0,10.0,2.0,1.0,1.0,-10.0,-20.0,-73.0,-144.0,-36.0,10.0,14.0,17.0,6.0,3.0,-27.0,-1.0,76.0,129.0,83.0,47.0,2.0,-22.0,12.0
Wells St & 19th St,41.856802,-87.633879,1.0,0.0,0.0,1.0,0.0,-4.0,0.0,-100.0,-42.0,-19.0,-11.0,0.0,-18.0,-35.0,-17.0,-38.0,-23.0,73.0,71.0,22.0,20.0,29.0,24.0,11.0
Wells St & Concord Ln,41.912202,-87.634664,-39.0,-131.0,-17.0,5.0,3.0,94.0,-36.0,-513.0,-882.0,-148.0,11.0,147.0,-27.0,88.0,110.0,112.0,517.0,983.0,551.0,288.0,-16.0,-308.0,-254.0,-110.0
Wells St & Erie St,41.893832,-87.634195,-34.0,-27.0,-37.0,-33.0,26.0,5.0,-81.0,184.0,1962.0,635.0,42.0,69.0,-146.0,-55.0,-31.0,-83.0,-854.0,-1328.0,-260.0,-108.0,-111.0,-77.0,-14.0,-50.0
Wells St & Evergreen Ave,41.906724,-87.63483,25.0,-44.0,-3.0,4.0,7.0,-22.0,-184.0,-476.0,-876.0,-230.0,-189.0,13.0,27.0,-28.0,157.0,116.0,449.0,852.0,471.0,333.0,116.0,-1.0,-15.0,-14.0
Wells St & Hubbard St,41.889933,-87.634262,-69.0,-40.0,-41.0,4.0,7.0,8.0,64.0,496.0,1650.0,852.0,99.0,-54.0,-115.0,-32.0,-61.0,-234.0,-595.0,-1396.0,-319.0,-62.0,-97.0,-98.0,-65.0,-13.0
Wells St & Polk St,41.872373,-87.633523,69.0,26.0,24.0,6.0,1.0,-172.0,-238.0,-670.0,-1311.0,-502.0,-190.0,-185.0,-49.0,-61.0,76.0,141.0,524.0,827.0,252.0,223.0,160.0,134.0,126.0,125.0
Wells St & Walton St,41.89993001,-87.63443007,12.0,9.0,6.0,3.0,-10.0,-39.0,-7.0,-193.0,-703.0,-117.0,-59.0,-95.0,-133.0,-89.0,-107.0,-88.0,-101.0,268.0,-124.0,-75.0,-6.0,-1.0,6.0,8.0
Wentworth Ave & 24th St,41.849237,-87.631715,-20.0,4.0,2.0,6.0,-2.0,1.0,-24.0,-50.0,33.0,58.0,53.0,5.0,34.0,-4.0,-47.0,-21.0,49.0,69.0,48.0,-9.0,12.0,6.0,-2.0,14.0
Wentworth Ave & Archer Ave,41.854564,-87.631937,-36.0,6.0,3.0,-8.0,-1.0,-10.0,-17.0,23.0,139.0,16.0,29.0,104.0,55.0,11.0,-114.0,-67.0,-79.0,81.0,144.0,59.0,-13.0,-116.0,-32.0,-51.0
Western Ave & 21st St,41.85394,-87.685243,6.0,1.0,-3.0,3.0,11.0,93.0,6.0,-73.0,-54.0,-34.0,-24.0,-8.0,-5.0,-14.0,2.0,-16.0,3.0,5.0,-3.0,-39.0,-13.0,16.0,0.0,9.0
Western Ave & 24th St,41.84847,-87.685109,12.0,18.0,17.0,1.0,-62.0,-104.0,-2.0,-1.0,-18.0,-16.0,2.0,0.0,9.0,15.0,-8.0,-3.0,5.0,20.0,42.0,56.0,12.0,12.0,32.0,13.0
Western Ave & Division St,41.902893,-87.687275,13.0,31.0,9.0,6.0,-16.0,-55.0,-122.0,-199.0,-207.0,-141.0,-67.0,-66.0,-122.0,-26.0,-51.0,65.0,45.0,328.0,245.0,124.0,102.0,97.0,52.0,45.0
Western Ave & Leland Ave,41.966555,-87.688487,48.0,9.0,17.0,7.0,11.0,-45.0,-103.0,-138.0,102.0,21.0,-34.0,-56.0,-16.0,-65.0,-1.0,24.0,41.0,278.0,287.0,62.0,32.0,-11.0,31.0,-64.0
Western Ave & Winnebago Ave,41.915533,-87.687051,-3.0,21.0,7.0,1.0,-1.0,20.0,37.0,91.0,54.0,-75.0,-19.0,-113.0,-26.0,2.0,-45.0,-27.0,-88.0,-115.0,48.0,-11.0,-16.0,22.0,41.0,-2.0
